,Gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,effect,target,Label
1,GSN,996.987558813967,2.85312002165769,0.131248878504693,2.52458623741264e-105,9.8600240088388e-102,Upregulated,PcB target,GSN
2,EYA4,799.790347207316,4.41194188530642,0.208230961411454,3.74062908675717e-100,1.21745008010323e-96,Upregulated,PcB target,EYA4
3,SFRP1,671.658757173415,7.08064268251244,0.373513280329094,2.44054317800548e-81,4.33262974364464e-78,Upregulated,PcB target,SFRP1
4,ITPKB,1892.84488715906,2.1153804031429,0.119262569903526,5.25647017441977e-72,6.84322330440462e-69,Upregulated,PcB target,ITPKB
5,DMRTA2,523.923170832472,7.59898118309553,0.449929109038552,2.31532554660044e-65,2.51187095966741e-62,Upregulated,PcB target,DMRTA2
6,ANK1,387.022508081908,4.31135315475353,0.264298981530257,2.51275852862858e-60,1.96276594188236e-57,Upregulated,PcB target,ANK1
7,PCDH1,289.425689217522,4.6514054217777,0.295007190486218,1.40700339707306e-56,8.86321365743311e-54,Upregulated,PcB target,PCDH1
8,NT5E,285.760101132116,6.23467334762514,0.412709586884029,1.58499388619369e-52,9.10345900282072e-50,Upregulated,PcB target,NT5E
9,PDLIM3,306.644767021359,6.42537297661537,0.431001771796953,2.79588957471721e-51,1.51661476708549e-48,Upregulated,PcB target,PDLIM3
10,SLIT2,479.803631262113,-3.68993154609982,0.246170833469349,3.18409638633855e-51,1.68051443871403e-48,Downregulated,PcB target,SLIT2
11,CDH11,225.326643648136,-3.87750254161942,0.260751651743947,1.8287445133107e-50,8.92793071398283e-48,Downregulated,PcB target,CDH11
12,ABLIM1,1572.91711703577,-1.99632182936779,0.139060663236036,1.04705279825276e-48,4.86829691530474e-46,Downregulated,PcB target,ABLIM1
13,RAB29,194.42488404359,3.7528887347713,0.262240335513986,6.82322080323846e-47,2.71926236419675e-44,Upregulated,PcB target,RAB29
14,RIMS4,1156.42645197058,2.591774150202,0.183905777310678,6.84785445812286e-46,2.52311135581553e-43,Upregulated,PcB target,RIMS4
